TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
2,F,1,3,2,2,0,2,1.0,0,1200203.0,Cruzeiro do Sul,12.0,AC,1.0,2.0,1.0,1200203,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,453.1,553.9,549.4,487.1,1,1.0,140.0,180.0,160.0,140.0,120.0,740.0,E,G,D,D,7,G,B,B,D,A,B,B,B,A,B,A,A,A,B,A,A,D,A,A,B
10,F,1,1,1,1,7,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,458.3,478.8,526.1,416.8,1,1.0,120.0,120.0,100.0,120.0,60.0,520.0,H,B,A,F,9,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
3,M,1,3,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,397.9,462.1,439.0,413.7,1,1.0,100.0,80.0,60.0,100.0,60.0,400.0,C,E,B,C,6,B,A,C,D,A,B,B,A,B,B,B,A,A,B,A,A,A,A,B,B
4,M,0,1,1,1,2,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,E,E,F,B,4,G,A,C,E,A,A,B,A,B,A,B,A,A,D,A,B,E,A,B,B
2,F,1,2,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,596.2,645.9,617.0,556.2,0,1.0,140.0,180.0,120.0,160.0,140.0,740.0,G,G,D,D,4,G,A,C,D,B,B,B,B,B,B,B,A,A,C,B,B,E,A,B,B
4,F,1,1,1,1,2,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,777.7,639.7,600.3,743.0,0,1.0,160.0,200.0,180.0,200.0,200.0,940.0,E,G,D,D,3,I,A,B,C,C,A,B,B,B,A,B,A,A,B,A,A,D,A,C,B
2,M,0,1,1,2,0,2,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,454.9,387.1,383.7,461.8,0,1.0,100.0,120.0,120.0,100.0,120.0,560.0,H,E,C,F,5,B,A,B,E,C,A,B,B,B,A,A,A,A,B,A,B,E,A,B,B
4,F,1,3,1,2,0,2,1.0,0,,,,,,,,1200609,12,AC,0,1,1,0,,1192.0,1202.0,,,296.2,466.4,,1,1.0,160.0,180.0,120.0,120.0,0.0,580.0,C,G,B,D,3,D,A,B,D,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A
4,F,1,1,1,1,1,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,512.4,577.7,523.7,517.4,1,1.0,100.0,140.0,120.0,100.0,100.0,560.0,F,F,F,F,4,H,A,E,D,B,C,B,A,B,A,B,A,A,B,A,A,D,A,B,B
5,F,1,1,1,1,1,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,451.5,542.5,452.4,358.1,1,1.0,120.0,120.0,120.0,100.0,120.0,580.0,B,C,D,B,4,D,A,C,D,B,A,B,B,B,A,A,A,A,D,A,A,E,A,B,B
6,M,1,1,1,1,4,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,695.1,667.8,650.2,730.9,0,1.0,180.0,200.0,180.0,180.0,160.0,900.0,F,F,D,E,5,M,A,B,C,B,A,B,B,B,A,A,A,B,B,A,A,D,A,C,B
7,M,1,3,1,1,2,1,,0,,,,,,,,1200336,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,444.7,338.8,448.9,473.6,1,1.0,60.0,120.0,120.0,100.0,20.0,420.0,E,E,B,B,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,A
10,M,1,3,1,1,8,1,,0,,,,,,,,1200013,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,410.4,494.1,416.0,385.9,1,1.0,100.0,120.0,120.0,120.0,40.0,500.0,B,C,A,A,3,B,A,B,D,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
2,M,1,1,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,1,0,0,1,1224.0,,,1214.0,527.0,,,638.1,0,,,,,,,,H,D,B,B,2,B,A,B,C,A,B,B,A,B,A,A,A,A,B,A,A,C,A,A,B
4,M,1,3,1,1,2,1,,0,,,,,,,,1200203,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,401.6,464.9,474.1,375.0,1,1.0,80.0,100.0,80.0,100.0,40.0,400.0,E,E,A,B,3,D,A,B,D,A,B,B,B,B,B,A,A,A,B,A,A,C,A,A,B
3,F,1,3,1,2,0,2,1.0,0,,,,,,,,1200500,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,463.5,547.9,582.6,505.3,1,1.0,100.0,200.0,160.0,120.0,200.0,780.0,E,G,E,D,5,G,A,C,D,B,B,B,B,A,B,A,A,A,B,A,A,D,A,B,B
3,F,1,4,1,1,1,1,,0,,,,,,,,1200203,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,417.0,443.7,478.4,468.9,1,1.0,120.0,180.0,140.0,120.0,180.0,740.0,H,B,F,B,3,C,A,B,D,A,B,B,B,A,B,B,A,A,B,A,A,D,A,B,B
3,F,1,1,1,2,0,2,1.0,0,,,,,,,,1200203,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,428.7,408.3,393.7,329.1,0,1.0,140.0,120.0,100.0,140.0,60.0,560.0,G,H,D,F,7,B,A,B,D,A,A,B,A,B,A,A,A,A,B,A,A,A,A,A,B
1,F,1,3,1,3,0,1,,1,,,,,,,,1200807,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,411.7,571.6,554.2,575.3,1,1.0,120.0,100.0,120.0,100.0,100.0,540.0,E,G,C,B,3,C,A,B,D,B,A,B,A,A,B,B,A,A,B,A,A,D,A,B,B
5,M,1,3,1,1,3,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,692.6,667.5,618.1,679.4,0,1.0,140.0,200.0,200.0,200.0,200.0,940.0,H,G,F,E,4,I,A,C,C,B,A,B,B,B,A,B,A,B,C,A,B,E,A,B,B
13,M,1,2,1,1,17,1,,0,,,,,,,,1200401,12,AC,0,1,1,0,,1191.0,1201.0,,,344.6,508.6,,1,1.0,120.0,120.0,120.0,120.0,80.0,560.0,E,E,D,B,4,D,A,C,D,B,C,C,B,B,B,B,A,A,D,A,A,E,A,B,B
2,M,1,3,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,444.6,478.0,530.7,354.6,0,1.0,100.0,120.0,120.0,100.0,40.0,480.0,H,E,A,B,4,B,A,B,C,B,A,B,A,B,B,A,A,A,B,A,A,D,A,A,A
11,F,3,3,1,1,13,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,H,E,C,D,3,B,A,B,C,B,A,B,A,A,B,A,A,A,C,A,A,B,A,A,B
13,F,3,3,1,1,17,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,584.7,628.3,555.4,619.7,0,1.0,160.0,200.0,200.0,180.0,160.0,900.0,B,A,B,A,2,J,A,B,D,B,A,B,A,B,A,B,A,A,B,A,A,C,A,B,B
10,F,1,3,1,1,6,1,,0,,,,,,,,1200203,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,443.0,376.8,393.6,364.3,1,1.0,120.0,140.0,120.0,140.0,140.0,660.0,B,B,A,A,3,B,A,B,D,A,A,B,B,B,A,A,A,A,B,A,A,C,A,A,A
6,M,1,1,1,1,3,1,,0,,,,,,,,1200302,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,550.5,588.6,616.0,419.9,0,1.0,120.0,180.0,140.0,120.0,120.0,680.0,E,E,C,C,3,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
1,F,0,3,1,3,0,1,,1,,,,,,,,1200401,12,AC,0,1,1,0,,1191.0,1201.0,,,446.3,406.1,,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,E,D,B,B,4,A,A,B,B,B,A,B,A,B,A,A,B,A,B,A,A,A,A,A,B
7,M,1,3,1,1,1,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,D,D,B,B,4,B,D,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
4,M,1,3,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,410.1,422.6,420.7,420.7,1,1.0,100.0,120.0,100.0,120.0,40.0,480.0,B,D,C,B,5,B,A,D,C,A,A,B,A,B,A,A,A,A,B,A,A,D,A,A,B
5,F,1,3,1,1,3,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,D,D,D,B,6,C,A,B,C,B,A,B,A,B,B,A,A,A,B,A,A,D,A,A,B
5,F,1,3,1,1,1,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,444.6,473.9,444.5,363.8,0,1.0,120.0,100.0,100.0,120.0,120.0,560.0,D,E,B,C,5,C,A,B,D,A,B,B,B,B,A,A,A,A,B,A,A,C,A,A,B
5,F,1,3,1,1,1,1,,0,,,,,,,,1200203,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,453.9,467.9,451.5,437.1,1,1.0,80.0,120.0,80.0,120.0,20.0,420.0,E,E,A,A,6,B,A,B,D,A,A,B,B,B,A,B,A,A,B,A,A,B,A,A,B
5,F,1,1,1,1,1,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,428.7,417.3,469.7,330.9,1,1.0,120.0,40.0,40.0,120.0,20.0,340.0,B,E,B,B,4,D,A,C,C,A,B,B,A,B,B,B,A,A,D,A,A,C,A,A,B
8,F,1,3,1,1,4,1,,0,,,,,,,,1200203,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,B,C,B,4,B,A,B,D,A,B,B,A,A,B,A,B,A,B,A,A,D,A,B,A
3,M,1,3,1,2,0,2,1.0,0,,,,,,,,1200104,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,535.4,515.7,571.1,489.5,1,1.0,120.0,120.0,120.0,120.0,80.0,560.0,C,B,A,A,5,A,A,B,D,B,A,B,A,B,B,A,A,A,B,A,A,A,A,A,A
3,M,1,1,1,2,0,2,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,356.8,414.6,437.5,401.1,1,1.0,100.0,80.0,60.0,100.0,20.0,360.0,H,B,A,F,9,B,A,A,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
7,F,1,3,1,1,3,1,,0,,,,,,,,1200203,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,534.1,495.0,492.8,493.4,1,1.0,120.0,120.0,120.0,120.0,60.0,540.0,E,C,A,C,5,D,A,B,D,A,B,B,A,B,A,A,A,A,B,A,A,D,A,A,B
3,M,1,3,1,2,0,2,,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,495.6,606.9,541.6,593.0,1,1.0,120.0,160.0,120.0,120.0,140.0,660.0,E,E,E,B,5,N,D,C,D,C,A,B,B,B,B,B,A,A,C,A,A,E,B,A,B
4,F,1,1,1,1,0,1,,0,,,,,,,,1200500,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,459.3,558.0,500.0,443.4,1,1.0,160.0,180.0,140.0,160.0,200.0,840.0,B,C,A,A,4,B,A,A,B,A,A,B,A,B,A,A,A,A,B,A,A,A,A,A,A
11,F,1,3,1,1,12,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,G,G,E,D,3,C,A,C,D,A,A,B,B,B,B,A,A,B,C,A,B,D,A,C,B
6,F,2,3,1,1,4,1,,0,,,,,,,,1200336,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,C,C,A,A,2,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A
2,F,1,1,1,3,0,1,,1,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,571.7,628.8,564.6,777.1,1,1.0,180.0,200.0,140.0,200.0,200.0,920.0,H,G,F,E,3,I,A,C,C,B,A,B,B,B,B,B,A,A,B,A,A,D,A,B,B
3,M,1,3,1,2,0,2,1.0,0,,,,,,,,1200385,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,453.1,412.9,392.2,524.5,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,D,D,A,B,11,B,A,C,E,A,A,B,A,B,B,A,B,A,B,A,B,E,A,A,B
2,F,1,0,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,443.3,551.6,602.1,487.5,1,1.0,120.0,140.0,140.0,160.0,160.0,720.0,H,G,D,F,4,A,A,B,C,B,A,B,B,B,B,A,A,A,C,A,B,D,A,A,B
3,F,1,3,2,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,E,E,C,C,5,B,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,A,A,A,A
12,M,2,3,1,1,15,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,417.1,456.1,469.2,399.4,0,1.0,120.0,120.0,120.0,140.0,80.0,580.0,E,F,D,D,3,C,A,B,C,A,B,B,A,A,A,A,A,A,B,A,A,D,B,A,B
12,F,2,3,1,1,0,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,438.9,445.8,431.5,388.4,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,H,B,F,B,5,A,A,B,C,A,A,B,A,A,A,B,A,A,B,A,A,C,A,A,A
4,M,1,3,1,1,1,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,498.2,568.4,512.8,460.0,1,1.0,160.0,120.0,120.0,160.0,140.0,700.0,E,D,F,B,3,C,A,C,D,B,A,B,B,B,B,B,A,A,D,A,A,D,A,C,B
3,M,1,1,1,2,0,2,1.0,0,1100205.0,Porto Velho,11.0,RO,2.0,1.0,1.0,1200013,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,385.4,341.1,384.2,440.2,1,1.0,80.0,120.0,80.0,80.0,60.0,420.0,B,E,A,B,5,C,A,B,D,A,A,B,A,B,B,B,A,A,B,A,A,D,A,A,B
13,M,2,3,1,1,0,1,,0,,,,,,,,1200336,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,A,A,A,A,5,A,A,A,C,A,B,B,A,B,B,A,A,A,B,A,A,B,A,A,B
4,F,1,1,1,1,1,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,624.3,593.6,558.1,729.0,0,1.0,160.0,200.0,200.0,200.0,200.0,960.0,F,F,D,E,3,O,A,E,D,B,A,C,B,B,A,B,A,A,C,B,A,D,A,B,B
8,F,1,3,1,1,5,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,593.6,620.4,583.6,640.3,1,1.0,160.0,200.0,200.0,200.0,160.0,920.0,E,B,A,C,5,B,A,B,C,A,A,B,B,A,A,A,A,A,B,A,A,E,A,A,B
6,F,1,3,1,1,3,1,,0,,,,,,,,1200203,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,545.2,574.5,499.3,558.6,0,1.0,160.0,200.0,180.0,180.0,180.0,900.0,B,C,C,B,3,B,A,B,D,A,A,B,B,A,A,A,A,A,B,A,A,D,A,B,B
4,F,1,1,1,1,1,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,516.8,495.1,533.3,543.3,1,1.0,160.0,200.0,200.0,180.0,200.0,940.0,B,G,B,E,2,J,D,C,C,B,A,B,A,B,A,B,A,A,C,A,A,C,A,B,B
7,F,1,2,1,1,5,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,E,F,A,D,3,C,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
4,F,1,3,1,1,1,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,499.5,421.8,467.9,368.7,1,1.0,120.0,80.0,80.0,140.0,20.0,440.0,B,C,F,B,3,A,A,B,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
9,M,1,1,1,1,0,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,343.6,399.8,440.4,447.1,1,1.0,80.0,80.0,80.0,100.0,20.0,360.0,H,B,A,F,9,B,A,A,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
2,F,1,4,2,2,0,2,1.0,0,1200385.0,Plácido de Castro,12.0,AC,2.0,1.0,1.0,1200385,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,414.2,419.3,434.7,455.3,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,B,D,F,B,5,D,A,B,C,B,A,B,B,B,B,A,A,A,B,A,A,E,A,A,B
3,M,1,1,1,1,1,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,511.3,625.3,596.5,764.0,1,1.0,140.0,180.0,140.0,140.0,120.0,720.0,F,G,D,D,4,O,A,D,D,B,B,B,B,B,A,B,A,B,E,A,A,E,A,C,B
3,F,0,3,1,2,0,3,1.0,0,1200401.0,Rio Branco,12.0,AC,4.0,1.0,1.0,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,423.5,557.8,531.5,443.0,1,1.0,140.0,200.0,160.0,160.0,200.0,860.0,E,G,D,D,5,J,A,B,E,B,A,B,A,C,C,B,A,B,D,A,B,E,B,D,B
10,F,1,1,1,1,6,1,,0,,,,,,,,1200203,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,573.4,598.3,568.9,405.9,1,1.0,120.0,160.0,120.0,140.0,120.0,660.0,A,B,A,A,4,B,A,B,D,A,A,B,A,A,A,A,A,A,B,A,A,D,A,A,A
2,M,0,3,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,431.1,494.7,444.0,447.1,1,1.0,120.0,60.0,60.0,100.0,40.0,380.0,D,C,A,B,3,B,A,B,C,B,A,B,B,C,C,B,A,A,B,A,B,C,A,A,B
8,M,1,2,1,1,6,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,405.4,518.1,464.1,505.9,1,1.0,120.0,120.0,120.0,120.0,100.0,580.0,E,D,B,B,2,B,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,C,A,A,B
7,F,1,2,1,1,2,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,443.2,496.6,596.9,508.2,1,1.0,120.0,160.0,120.0,140.0,120.0,660.0,H,D,F,B,2,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
3,M,1,1,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,0,1,1,0,,1194.0,1203.0,,,397.2,507.9,,0,1.0,120.0,200.0,140.0,180.0,180.0,820.0,E,E,C,F,3,B,A,B,A,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,B
3,F,1,1,1,2,0,2,1.0,0,1200104.0,Brasiléia,12.0,AC,2.0,1.0,1.0,1200104,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,461.9,575.7,543.4,596.0,1,1.0,140.0,200.0,140.0,140.0,0.0,620.0,B,E,D,D,2,B,A,B,D,B,A,B,A,B,B,A,A,A,A,A,A,D,A,A,B
5,M,1,3,1,1,2,1,,0,,,,,,,,1200336,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,468.9,485.4,523.8,339.4,1,1.0,80.0,100.0,80.0,80.0,40.0,380.0,E,D,A,A,3,A,A,B,D,A,A,A,A,B,B,A,A,A,B,A,A,D,A,B,B
2,M,0,3,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,432.2,449.5,526.7,531.1,1,1.0,80.0,120.0,80.0,120.0,0.0,400.0,G,F,D,F,4,D,A,C,D,B,A,B,A,B,B,B,A,A,B,A,A,C,A,A,B
8,F,1,1,1,1,6,1,,0,,,,,,,,1200500,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,C,G,A,D,2,B,A,B,B,A,B,B,A,A,A,A,A,A,B,A,A,B,A,A,B
3,F,1,1,1,1,1,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1224.0,1192.0,1202.0,1214.0,422.1,462.5,460.1,476.2,0,1.0,160.0,180.0,160.0,140.0,120.0,760.0,C,B,F,B,6,B,A,B,C,A,B,B,A,A,B,A,A,A,B,A,A,B,A,A,A
6,M,1,1,1,1,4,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,346.1,372.8,398.8,458.8,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,E,D,B,B,4,B,A,D,D,A,A,B,B,B,B,A,A,A,C,A,A,D,A,B,B
5,F,1,3,1,1,2,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,559.5,537.1,553.5,520.2,0,1.0,120.0,140.0,120.0,140.0,100.0,620.0,C,E,F,B,4,B,A,B,D,A,A,B,A,B,B,A,A,A,B,A,A,C,A,A,A
7,F,1,2,1,1,0,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,380.1,453.5,346.3,418.5,1,1.0,120.0,160.0,120.0,140.0,120.0,660.0,A,A,C,B,1,B,A,B,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,B
3,M,1,3,1,2,0,2,1.0,0,1200203.0,Cruzeiro do Sul,12.0,AC,2.0,1.0,1.0,1200203,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,347.9,374.3,374.3,451.2,1,1.0,120.0,120.0,120.0,100.0,40.0,500.0,G,G,D,D,3,G,A,B,C,A,B,B,B,B,A,A,A,A,B,A,A,E,A,C,A
3,M,1,2,1,2,0,2,1.0,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,427.5,303.7,421.6,383.4,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,H,H,B,B,3,B,A,B,C,A,B,B,B,B,B,C,A,A,A,A,B,E,A,B,B
3,F,1,3,1,1,1,1,,0,,,,,,,,1200203,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,D,E,B,B,5,C,A,B,C,B,A,B,A,B,A,A,A,A,B,A,B,C,A,A,B
2,F,1,3,1,2,0,2,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,458.4,355.8,465.3,332.9,0,1.0,100.0,40.0,40.0,120.0,40.0,340.0,D,D,F,F,9,B,A,B,C,A,B,B,B,B,A,A,A,A,B,A,A,D,A,A,B
3,F,1,3,1,1,1,1,,0,,,,,,,,1200203,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,G,F,D,D,5,F,A,B,D,B,A,B,B,A,A,A,A,A,A,A,A,C,A,B,B
3,F,1,3,1,1,1,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1222.0,1191.0,1201.0,1212.0,598.9,709.8,597.7,563.0,0,1.0,180.0,200.0,180.0,200.0,180.0,940.0,F,F,D,D,5,H,A,C,D,B,B,B,A,B,B,A,A,A,B,A,A,D,A,B,B
11,M,1,3,1,1,4,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,0,,,,,,,,B,B,B,B,3,B,A,B,C,A,A,B,A,B,B,B,A,A,B,B,A,B,A,A,B
11,F,3,3,1,1,9,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,B,E,A,A,1,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A
12,F,1,3,1,1,0,1,,0,,,,,,,,1200401,12,AC,0,1,1,0,,1193.0,1204.0,,,520.3,497.9,,1,1.0,120.0,120.0,120.0,120.0,0.0,480.0,C,D,A,A,4,B,A,B,C,A,A,B,B,A,A,A,A,A,B,A,A,C,A,A,A
2,F,1,1,1,2,0,2,1.0,0,1200401.0,Rio Branco,12.0,AC,2.0,1.0,1.0,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,526.6,584.6,561.4,412.2,1,1.0,120.0,120.0,120.0,120.0,120.0,600.0,E,E,F,F,4,D,A,B,C,A,B,B,A,B,B,A,A,A,B,A,A,E,A,B,B
2,F,1,3,1,3,0,1,,1,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,D,D,F,B,5,B,A,B,C,A,A,B,B,B,B,B,A,A,C,A,A,A,A,A,B
6,F,1,1,1,1,4,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1221.0,1193.0,1204.0,1211.0,544.0,609.5,639.1,602.7,0,1.0,160.0,120.0,120.0,120.0,60.0,580.0,G,G,D,D,3,E,A,C,C,B,B,B,B,B,B,B,A,B,C,B,A,D,A,B,B
10,F,2,3,1,1,7,1,,0,,,,,,,,1200401,12,AC,0,0,0,0,,,,,,,,,1,,,,,,,,F,B,E,B,6,E,A,B,C,A,A,B,A,B,B,B,A,A,B,A,A,E,A,A,B
11,F,1,3,1,1,8,1,,0,,,,,,,,1200401,12,AC,1,1,1,1,1223.0,1194.0,1203.0,1213.0,566.5,586.6,616.4,567.8,0,1.0,120.0,120.0,120.0,120.0,100.0,580.0,B,D,D,C,5,B,A,B,C,B,B,B,B,B,A,A,A,A,B,B,A,D,A,A,A
